Index,Company,Category,Indicator,IndicatorNr,IndicatorSuffix,Branch,Composite,Class,Service,Score,serviceBrand
2020,Google,P,P09,9,NA,Services,Services,cloud,Google Drive,33,NA
2020,Google,P,P09,9,NA,Services,Services,pda,Google Assistant,NA,NA
2020,Google,P,P10a,10,a,Services,Services,search,Google Search,100,NA
2020,Google,P,P10a,10,a,Services,Services,email,Gmail,100,NA
2020,Google,P,P10a,10,a,Services,Services,photoVideo,YouTube,100,NA
2020,Google,P,P10a,10,a,Services,Services,mobileEcosystem,Android mobile ecosystem,100,NA
2020,Google,P,P10a,10,a,Services,Services,cloud,Google Drive,100,NA
2020,Google,P,P10a,10,a,Services,Services,pda,Google Assistant,NA,NA
2020,Google,P,P10b,10,b,Services,Services,search,Google Search,20,NA
2020,Google,P,P10b,10,b,Services,Services,email,Gmail,20,NA
2020,Google,P,P10b,10,b,Services,Services,photoVideo,YouTube,20,NA
2020,Google,P,P10b,10,b,Services,Services,mobileEcosystem,Android mobile ecosystem,20,NA
2020,Google,P,P10b,10,b,Services,Services,cloud,Google Drive,20,NA
2020,Google,P,P10b,10,b,Services,Services,pda,Google Assistant,NA,NA
2020,Google,P,P11a,11,a,Services,Services,search,Google Search,75,NA
2020,Google,P,P11a,11,a,Services,Services,email,Gmail,75,NA
2020,Google,P,P11a,11,a,Services,Services,photoVideo,YouTube,75,NA
2020,Google,P,P11a,11,a,Services,Services,mobileEcosystem,Android mobile ecosystem,75,NA
2020,Google,P,P11a,11,a,Services,Services,cloud,Google Drive,75,NA
2020,Google,P,P11a,11,a,Services,Services,pda,Google Assistant,NA,NA
2020,Google,P,P11b,11,b,Services,Services,search,Google Search,0,NA
2020,Google,P,P11b,11,b,Services,Services,email,Gmail,0,NA
2020,Google,P,P11b,11,b,Services,Services,photoVideo,YouTube,0,NA
2020,Google,P,P11b,11,b,Services,Services,mobileEcosystem,Android mobile ecosystem,0,NA
2020,Google,P,P11b,11,b,Services,Services,cloud,Google Drive,0,NA
2020,Google,P,P11b,11,b,Services,Services,pda,Google Assistant,NA,NA
2020,Google,P,P12,12,NA,Services,Services,search,Google Search,67,NA
2020,Google,P,P12,12,NA,Services,Services,email,Gmail,67,NA
2020,Google,P,P12,12,NA,Services,Services,photoVideo,YouTube,67,NA
2020,Google,P,P12,12,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,67,NA
2020,Google,P,P12,12,NA,Services,Services,cloud,Google Drive,67,NA
2020,Google,P,P12,12,NA,Services,Services,pda,Google Assistant,NA,NA
2020,Google,P,P13,13,NA,Services,Services,search,Google Search,33,NA
2020,Google,P,P13,13,NA,Services,Services,email,Gmail,33,NA
2020,Google,P,P13,13,NA,Services,Services,photoVideo,YouTube,33,NA
2020,Google,P,P13,13,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,33,NA
2020,Google,P,P13,13,NA,Services,Services,cloud,Google Drive,33,NA
2020,Google,P,P13,13,NA,Services,Services,pda,Google Assistant,NA,NA
2020,Google,P,P14,14,NA,Services,Services,search,Google Search,33,NA
2020,Google,P,P14,14,NA,Services,Services,email,Gmail,33,NA
2020,Google,P,P14,14,NA,Services,Services,photoVideo,YouTube,33,NA
2020,Google,P,P14,14,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,42,NA
2020,Google,P,P14,14,NA,Services,Services,cloud,Google Drive,33,NA
2020,Google,P,P14,14,NA,Services,Services,pda,Google Assistant,NA,NA
2020,Google,P,P15,15,NA,Services,Services,search,Google Search,0,NA
2020,Google,P,P15,15,NA,Services,Services,email,Gmail,0,NA
2020,Google,P,P15,15,NA,Services,Services,photoVideo,YouTube,0,NA
2020,Google,P,P15,15,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,0,NA
2020,Google,P,P15,15,NA,Services,Services,cloud,Google Drive,0,NA
2020,Google,P,P15,15,NA,Services,Services,pda,Google Assistant,NA,NA
2020,Google,P,P16,16,NA,Services,Services,search,Google Search,100,NA
2020,Google,P,P16,16,NA,Services,Services,email,Gmail,50,NA
2020,Google,P,P16,16,NA,Services,Services,photoVideo,YouTube,50,NA
2020,Google,P,P16,16,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,75,NA
2020,Google,P,P16,16,NA,Services,Services,cloud,Google Drive,50,NA
2020,Google,P,P16,16,NA,Services,Services,pda,Google Assistant,NA,NA
2020,Google,P,P17,17,NA,Services,Services,search,Google Search,NA,NA
2020,Google,P,P17,17,NA,Services,Services,email,Gmail,100,NA
2020,Google,P,P17,17,NA,Services,Services,photoVideo,YouTube,100,NA
2020,Google,P,P17,17,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,100,NA
2020,Google,P,P17,17,NA,Services,Services,cloud,Google Drive,100,NA
2020,Google,P,P17,17,NA,Services,Services,pda,Google Assistant,NA,NA
2020,Google,P,P18,18,NA,Services,Services,search,Google Search,100,NA
2020,Google,P,P18,18,NA,Services,Services,email,Gmail,100,NA
2020,Google,P,P18,18,NA,Services,Services,photoVideo,YouTube,100,NA
2020,Google,P,P18,18,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,100,NA
2020,Google,P,P18,18,NA,Services,Services,cloud,Google Drive,100,NA
2020,Google,P,P18,18,NA,Services,Services,pda,Google Assistant,NA,NA
2020,Kakao,G,G01,1,NA,Company,Group,Group,Group,83,NA
2020,Kakao,G,G01,1,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Kakao,G,G02,2,NA,Company,Group,Group,Group,33,NA
2020,Kakao,G,G02,2,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Kakao,G,G02,2,NA,Services,Services,search,Daum Search,33,NA
2020,Kakao,G,G02,2,NA,Services,Services,email,Daum Mail,33,NA
2020,Kakao,G,G02,2,NA,Services,Services,messagingVoip,KakaoTalk,33,NA
2020,Kakao,G,G03,3,NA,Company,Group,Group,Group,50,NA
2020,Kakao,G,G03,3,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Kakao,G,G03,3,NA,Services,Services,search,Daum Search,50,NA
2020,Kakao,G,G03,3,NA,Services,Services,email,Daum Mail,50,NA
2020,Kakao,G,G03,3,NA,Services,Services,messagingVoip,KakaoTalk,50,NA
2020,Kakao,G,G04a,4,a,Company,Group,Group,Group,18,NA
2020,Kakao,G,G04a,4,a,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Kakao,G,G04a,4,a,Services,Services,search,Daum Search,18,NA
2020,Kakao,G,G04a,4,a,Services,Services,email,Daum Mail,18,NA
2020,Kakao,G,G04a,4,a,Services,Services,messagingVoip,KakaoTalk,18,NA
2020,Kakao,G,G04b,4,b,Company,Group,Group,Group,0,NA
2020,Kakao,G,G04b,4,b,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Kakao,G,G04b,4,b,Services,Services,search,Daum Search,0,NA
2020,Kakao,G,G04b,4,b,Services,Services,email,Daum Mail,0,NA
2020,Kakao,G,G04b,4,b,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,G,G04c,4,c,Company,Group,Group,Group,0,NA
2020,Kakao,G,G04c,4,c,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Kakao,G,G04c,4,c,Services,Services,search,Daum Search,0,NA
2020,Kakao,G,G04c,4,c,Services,Services,email,Daum Mail,0,NA
2020,Kakao,G,G04c,4,c,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,G,G04d,4,d,Company,Group,Group,Group,0,NA
2020,Kakao,G,G04d,4,d,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Kakao,G,G04d,4,d,Services,Services,search,Daum Search,0,NA
2020,Kakao,G,G04d,4,d,Services,Services,email,Daum Mail,0,NA
2020,Kakao,G,G04d,4,d,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,G,G04e,4,e,Company,Group,Group,Group,0,NA
2020,Kakao,G,G04e,4,e,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Kakao,G,G04e,4,e,Services,Services,search,Daum Search,0,NA
2020,Kakao,G,G04e,4,e,Services,Services,email,Daum Mail,0,NA
2020,Kakao,G,G04e,4,e,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,G,G05,5,NA,Company,Group,Group,Group,50,NA
2020,Kakao,G,G05,5,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Kakao,G,G06a,6,a,Services,Services,search,Daum Search,44,NA
2020,Kakao,G,G06a,6,a,Services,Services,email,Daum Mail,44,NA
2020,Kakao,G,G06a,6,a,Services,Services,messagingVoip,KakaoTalk,33,NA
2020,Kakao,G,G06b,6,b,Services,Services,search,Daum Search,NA,NA
2020,Kakao,G,G06b,6,b,Services,Services,email,Daum Mail,NA,NA
2020,Kakao,G,G06b,6,b,Services,Services,messagingVoip,KakaoTalk,18,NA
2020,Kakao,F,F01a,1,a,Services,Services,search,Daum Search,83,NA
2020,Kakao,F,F01a,1,a,Services,Services,email,Daum Mail,83,NA
2020,Kakao,F,F01a,1,a,Services,Services,messagingVoip,KakaoTalk,83,NA
2020,Kakao,F,F01b,1,b,Services,Services,search,Daum Search,50,NA
2020,Kakao,F,F01b,1,b,Services,Services,email,Daum Mail,50,NA
2020,Kakao,F,F01b,1,b,Services,Services,messagingVoip,KakaoTalk,50,NA
2020,Kakao,F,F01c,1,c,Services,Services,search,Daum Search,0,NA
2020,Kakao,F,F01c,1,c,Services,Services,email,Daum Mail,0,NA
2020,Kakao,F,F01c,1,c,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,F,F01d,1,d,Services,Services,search,Daum Search,0,NA
2020,Kakao,F,F01d,1,d,Services,Services,email,Daum Mail,0,NA
2020,Kakao,F,F01d,1,d,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,F,F02a,2,a,Services,Services,search,Daum Search,100,NA
2020,Kakao,F,F02a,2,a,Services,Services,email,Daum Mail,63,NA
2020,Kakao,F,F02a,2,a,Services,Services,messagingVoip,KakaoTalk,63,NA
2020,Kakao,F,F02b,2,b,Services,Services,search,Daum Search,0,NA
2020,Kakao,F,F02b,2,b,Services,Services,email,Daum Mail,0,NA
2020,Kakao,F,F02b,2,b,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,F,F02c,2,c,Services,Services,search,Daum Search,0,NA
2020,Kakao,F,F02c,2,c,Services,Services,email,Daum Mail,0,NA
2020,Kakao,F,F02c,2,c,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,F,F02d,2,d,Services,Services,search,Daum Search,0,NA
2020,Kakao,F,F02d,2,d,Services,Services,email,Daum Mail,0,NA
2020,Kakao,F,F02d,2,d,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,F,F03a,3,a,Services,Services,search,Daum Search,25,NA
2020,Kakao,F,F03a,3,a,Services,Services,email,Daum Mail,50,NA
2020,Kakao,F,F03a,3,a,Services,Services,messagingVoip,KakaoTalk,50,NA
2020,Kakao,F,F03b,3,b,Services,Services,search,Daum Search,33,NA
2020,Kakao,F,F03b,3,b,Services,Services,email,Daum Mail,33,NA
2020,Kakao,F,F03b,3,b,Services,Services,messagingVoip,KakaoTalk,33,NA
2020,Kakao,F,F03c,3,c,Services,Services,search,Daum Search,30,NA
2020,Kakao,F,F03c,3,c,Services,Services,email,Daum Mail,30,NA
2020,Kakao,F,F03c,3,c,Services,Services,messagingVoip,KakaoTalk,30,NA
2020,Kakao,F,F04a,4,a,Services,Services,search,Daum Search,42,NA
2020,Kakao,F,F04a,4,a,Services,Services,email,Daum Mail,42,NA
2020,Kakao,F,F04a,4,a,Services,Services,messagingVoip,KakaoTalk,42,NA
2020,Kakao,F,F04b,4,b,Services,Services,search,Daum Search,NA,NA
2020,Kakao,F,F04b,4,b,Services,Services,email,Daum Mail,50,NA
2020,Kakao,F,F04b,4,b,Services,Services,messagingVoip,KakaoTalk,50,NA
2020,Kakao,F,F04c,4,c,Services,Services,search,Daum Search,0,NA
2020,Kakao,F,F04c,4,c,Services,Services,email,Daum Mail,0,NA
2020,Kakao,F,F04c,4,c,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,F,F05a,5,a,Services,Services,search,Daum Search,50,NA
2020,Kakao,F,F05a,5,a,Services,Services,email,Daum Mail,NA,NA
2020,Kakao,F,F05a,5,a,Services,Services,messagingVoip,KakaoTalk,50,NA
2020,Kakao,F,F05b,5,b,Services,Services,search,Daum Search,90,NA
2020,Kakao,F,F05b,5,b,Services,Services,email,Daum Mail,NA,NA
2020,Kakao,F,F05b,5,b,Services,Services,messagingVoip,KakaoTalk,90,NA
2020,Kakao,F,F06,6,NA,Services,Services,search,Daum Search,50,NA
2020,Kakao,F,F06,6,NA,Services,Services,email,Daum Mail,NA,NA
2020,Kakao,F,F06,6,NA,Services,Services,messagingVoip,KakaoTalk,50,NA
2020,Kakao,F,F07,7,NA,Services,Services,search,Daum Search,56,NA
2020,Kakao,F,F07,7,NA,Services,Services,email,Daum Mail,NA,NA
2020,Kakao,F,F07,7,NA,Services,Services,messagingVoip,KakaoTalk,56,NA
2020,Kakao,F,F08,8,NA,Services,Services,search,Daum Search,25,NA
2020,Kakao,F,F08,8,NA,Services,Services,email,Daum Mail,100,NA
2020,Kakao,F,F08,8,NA,Services,Services,messagingVoip,KakaoTalk,25,NA
2020,Kakao,F,F09,9,NA,Services,Services,search,Daum Search,NA,NA
2020,Kakao,F,F09,9,NA,Services,Services,email,Daum Mail,NA,NA
2020,Kakao,F,F09,9,NA,Services,Services,messagingVoip,KakaoTalk,NA,NA
2020,Kakao,F,F10,10,NA,Services,Services,search,Daum Search,NA,NA
2020,Kakao,F,F10,10,NA,Services,Services,email,Daum Mail,NA,NA
2020,Kakao,F,F10,10,NA,Services,Services,messagingVoip,KakaoTalk,NA,NA
2020,Kakao,F,F11,11,NA,Services,Services,search,Daum Search,NA,NA
2020,Kakao,F,F11,11,NA,Services,Services,email,Daum Mail,50,NA
2020,Kakao,F,F11,11,NA,Services,Services,messagingVoip,KakaoTalk,50,NA
2020,Kakao,F,F12,12,NA,Services,Services,search,Daum Search,0,NA
2020,Kakao,F,F12,12,NA,Services,Services,email,Daum Mail,NA,NA
2020,Kakao,F,F12,12,NA,Services,Services,messagingVoip,KakaoTalk,NA,NA
2020,Kakao,F,F13,13,NA,Services,Services,search,Daum Search,NA,NA
2020,Kakao,F,F13,13,NA,Services,Services,email,Daum Mail,NA,NA
2020,Kakao,F,F13,13,NA,Services,Services,messagingVoip,KakaoTalk,25,NA
2020,Kakao,P,P01a,1,a,Services,Services,search,Daum Search,100,NA
2020,Kakao,P,P01a,1,a,Services,Services,email,Daum Mail,100,NA
2020,Kakao,P,P01a,1,a,Services,Services,messagingVoip,KakaoTalk,100,NA
2020,Kakao,P,P01b,1,b,Services,Services,search,Daum Search,0,NA
2020,Kakao,P,P01b,1,b,Services,Services,email,Daum Mail,0,NA
2020,Kakao,P,P01b,1,b,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,P,P02a,2,a,Services,Services,search,Daum Search,100,NA
2020,Kakao,P,P02a,2,a,Services,Services,email,Daum Mail,50,NA
2020,Kakao,P,P02a,2,a,Services,Services,messagingVoip,KakaoTalk,50,NA
2020,Kakao,P,P02b,2,b,Services,Services,search,Daum Search,0,NA
2020,Kakao,P,P02b,2,b,Services,Services,email,Daum Mail,0,NA
2020,Kakao,P,P02b,2,b,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,P,P03a,3,a,Services,Services,search,Daum Search,83,NA
2020,Kakao,P,P03a,3,a,Services,Services,email,Daum Mail,83,NA
2020,Kakao,P,P03a,3,a,Services,Services,messagingVoip,KakaoTalk,83,NA
2020,Kakao,P,P03b,3,b,Services,Services,search,Daum Search,0,NA
2020,Kakao,P,P03b,3,b,Services,Services,email,Daum Mail,0,NA
2020,Kakao,P,P03b,3,b,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,P,P04,4,NA,Services,Services,search,Daum Search,75,NA
2020,Kakao,P,P04,4,NA,Services,Services,email,Daum Mail,75,NA
2020,Kakao,P,P04,4,NA,Services,Services,messagingVoip,KakaoTalk,88,NA
2020,Kakao,P,P05,5,NA,Services,Services,search,Daum Search,30,NA
2020,Kakao,P,P05,5,NA,Services,Services,email,Daum Mail,30,NA
2020,Kakao,P,P05,5,NA,Services,Services,messagingVoip,KakaoTalk,30,NA
2020,Kakao,P,P06,6,NA,Services,Services,search,Daum Search,30,NA
2020,Kakao,P,P06,6,NA,Services,Services,email,Daum Mail,30,NA
2020,Kakao,P,P06,6,NA,Services,Services,messagingVoip,KakaoTalk,40,NA
2020,Kakao,P,P07,7,NA,Services,Services,search,Daum Search,19,NA
2020,Kakao,P,P07,7,NA,Services,Services,email,Daum Mail,19,NA
2020,Kakao,P,P07,7,NA,Services,Services,messagingVoip,KakaoTalk,19,NA
2020,Kakao,P,P08,8,NA,Services,Services,search,Daum Search,0,NA
2020,Kakao,P,P08,8,NA,Services,Services,email,Daum Mail,33,NA
2020,Kakao,P,P08,8,NA,Services,Services,messagingVoip,KakaoTalk,33,NA
2020,Kakao,P,P09,9,NA,Services,Services,search,Daum Search,0,NA
2020,Kakao,P,P09,9,NA,Services,Services,email,Daum Mail,0,NA
2020,Kakao,P,P09,9,NA,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,P,P10a,10,a,Services,Services,search,Daum Search,86,NA
2020,Kakao,P,P10a,10,a,Services,Services,email,Daum Mail,86,NA
2020,Kakao,P,P10a,10,a,Services,Services,messagingVoip,KakaoTalk,86,NA
2020,Kakao,P,P10b,10,b,Services,Services,search,Daum Search,0,NA
2020,Kakao,P,P10b,10,b,Services,Services,email,Daum Mail,0,NA
2020,Kakao,P,P10b,10,b,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,P,P11a,11,a,Services,Services,search,Daum Search,75,NA
2020,Kakao,P,P11a,11,a,Services,Services,email,Daum Mail,75,NA
2020,Kakao,P,P11a,11,a,Services,Services,messagingVoip,KakaoTalk,75,NA
2020,Kakao,P,P11b,11,b,Services,Services,search,Daum Search,0,NA
2020,Kakao,P,P11b,11,b,Services,Services,email,Daum Mail,0,NA
2020,Kakao,P,P11b,11,b,Services,Services,messagingVoip,KakaoTalk,0,NA
2020,Kakao,P,P12,12,NA,Services,Services,search,Daum Search,17,NA
2020,Kakao,P,P12,12,NA,Services,Services,email,Daum Mail,17,NA
2020,Kakao,P,P12,12,NA,Services,Services,messagingVoip,KakaoTalk,17,NA
2020,Kakao,P,P13,13,NA,Services,Services,search,Daum Search,100,NA
2020,Kakao,P,P13,13,NA,Services,Services,email,Daum Mail,100,NA
2020,Kakao,P,P13,13,NA,Services,Services,messagingVoip,KakaoTalk,100,NA
2020,Kakao,P,P14,14,NA,Services,Services,search,Daum Search,17,NA
2020,Kakao,P,P14,14,NA,Services,Services,email,Daum Mail,17,NA
2020,Kakao,P,P14,14,NA,Services,Services,messagingVoip,KakaoTalk,17,NA
2020,Kakao,P,P15,15,NA,Services,Services,search,Daum Search,50,NA
2020,Kakao,P,P15,15,NA,Services,Services,email,Daum Mail,50,NA
2020,Kakao,P,P15,15,NA,Services,Services,messagingVoip,KakaoTalk,50,NA
2020,Kakao,P,P16,16,NA,Services,Services,search,Daum Search,25,NA
2020,Kakao,P,P16,16,NA,Services,Services,email,Daum Mail,25,NA
2020,Kakao,P,P16,16,NA,Services,Services,messagingVoip,KakaoTalk,25,NA
2020,Kakao,P,P17,17,NA,Services,Services,search,Daum Search,NA,NA
2020,Kakao,P,P17,17,NA,Services,Services,email,Daum Mail,100,NA
2020,Kakao,P,P17,17,NA,Services,Services,messagingVoip,KakaoTalk,83,NA
2020,Kakao,P,P18,18,NA,Services,Services,search,Daum Search,100,NA
2020,Kakao,P,P18,18,NA,Services,Services,email,Daum Mail,100,NA
2020,Kakao,P,P18,18,NA,Services,Services,messagingVoip,KakaoTalk,100,NA
2020,MailRu,G,G01,1,NA,Company,Group,Group,Group,67,NA
2020,MailRu,G,G01,1,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,MailRu,G,G02,2,NA,Company,Group,Group,Group,17,NA
2020,MailRu,G,G02,2,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,MailRu,G,G02,2,NA,Services,Services,socialNetworkBlogs,Vkontakte,17,NA
2020,MailRu,G,G02,2,NA,Services,Services,email,Mail.Ru email,17,NA
2020,MailRu,G,G02,2,NA,Services,Services,cloud,Mail.Ru Cloud,17,NA
2020,MailRu,G,G02,2,NA,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,G,G03,3,NA,Company,Group,Group,Group,38,NA
2020,MailRu,G,G03,3,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,MailRu,G,G03,3,NA,Services,Services,socialNetworkBlogs,Vkontakte,38,NA
2020,MailRu,G,G03,3,NA,Services,Services,email,Mail.Ru email,38,NA
2020,MailRu,G,G03,3,NA,Services,Services,cloud,Mail.Ru Cloud,38,NA
2020,MailRu,G,G03,3,NA,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,G,G04a,4,a,Company,Group,Group,Group,0,NA
2020,MailRu,G,G04a,4,a,Company,OpCom,OpCom,Operating Company,NA,NA
2020,MailRu,G,G04a,4,a,Services,Services,socialNetworkBlogs,Vkontakte,0,NA
2020,MailRu,G,G04a,4,a,Services,Services,email,Mail.Ru email,0,NA
2020,MailRu,G,G04a,4,a,Services,Services,cloud,Mail.Ru Cloud,0,NA
2020,MailRu,G,G04a,4,a,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,G,G04b,4,b,Company,Group,Group,Group,0,NA
2020,MailRu,G,G04b,4,b,Company,OpCom,OpCom,Operating Company,NA,NA
2020,MailRu,G,G04b,4,b,Services,Services,socialNetworkBlogs,Vkontakte,0,NA
2020,MailRu,G,G04b,4,b,Services,Services,email,Mail.Ru email,0,NA
2020,MailRu,G,G04b,4,b,Services,Services,cloud,Mail.Ru Cloud,0,NA
2020,MailRu,G,G04b,4,b,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,G,G04c,4,c,Company,Group,Group,Group,0,NA
2020,MailRu,G,G04c,4,c,Company,OpCom,OpCom,Operating Company,NA,NA
2020,MailRu,G,G04c,4,c,Services,Services,socialNetworkBlogs,Vkontakte,0,NA
2020,MailRu,G,G04c,4,c,Services,Services,email,Mail.Ru email,0,NA
2020,MailRu,G,G04c,4,c,Services,Services,cloud,Mail.Ru Cloud,0,NA
2020,MailRu,G,G04c,4,c,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,G,G04d,4,d,Company,Group,Group,Group,0,NA
2020,MailRu,G,G04d,4,d,Company,OpCom,OpCom,Operating Company,NA,NA
2020,MailRu,G,G04d,4,d,Services,Services,socialNetworkBlogs,Vkontakte,0,NA
2020,MailRu,G,G04d,4,d,Services,Services,email,Mail.Ru email,0,NA
2020,MailRu,G,G04d,4,d,Services,Services,cloud,Mail.Ru Cloud,0,NA
2020,MailRu,G,G04d,4,d,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,G,G04e,4,e,Company,Group,Group,Group,NA,NA
2020,MailRu,G,G04e,4,e,Company,OpCom,OpCom,Operating Company,NA,NA
2020,MailRu,G,G04e,4,e,Services,Services,socialNetworkBlogs,Vkontakte,NA,NA
2020,MailRu,G,G04e,4,e,Services,Services,email,Mail.Ru email,NA,NA
2020,MailRu,G,G04e,4,e,Services,Services,cloud,Mail.Ru Cloud,NA,NA
2020,MailRu,G,G04e,4,e,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,G,G05,5,NA,Company,Group,Group,Group,0,NA
2020,MailRu,G,G05,5,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,MailRu,G,G06a,6,a,Services,Services,socialNetworkBlogs,Vkontakte,33,NA
2020,MailRu,G,G06a,6,a,Services,Services,email,Mail.Ru email,33,NA
2020,MailRu,G,G06a,6,a,Services,Services,cloud,Mail.Ru Cloud,33,NA
2020,MailRu,G,G06a,6,a,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,G,G06b,6,b,Services,Services,socialNetworkBlogs,Vkontakte,9,NA
2020,MailRu,G,G06b,6,b,Services,Services,email,Mail.Ru email,NA,NA
2020,MailRu,G,G06b,6,b,Services,Services,cloud,Mail.Ru Cloud,NA,NA
2020,MailRu,G,G06b,6,b,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,F,F01a,1,a,Services,Services,socialNetworkBlogs,Vkontakte,83,NA
2020,MailRu,F,F01a,1,a,Services,Services,email,Mail.Ru email,67,NA
2020,MailRu,F,F01a,1,a,Services,Services,cloud,Mail.Ru Cloud,67,NA
2020,MailRu,F,F01a,1,a,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,F,F01b,1,b,Services,Services,socialNetworkBlogs,Vkontakte,83,NA
2020,MailRu,F,F01b,1,b,Services,Services,email,Mail.Ru email,83,NA
2020,MailRu,F,F01b,1,b,Services,Services,cloud,Mail.Ru Cloud,83,NA
2020,MailRu,F,F01b,1,b,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,F,F01c,1,c,Services,Services,socialNetworkBlogs,Vkontakte,100,NA
2020,MailRu,F,F01c,1,c,Services,Services,email,Mail.Ru email,100,NA
2020,MailRu,F,F01c,1,c,Services,Services,cloud,Mail.Ru Cloud,0,NA
2020,MailRu,F,F01c,1,c,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,F,F01d,1,d,Services,Services,socialNetworkBlogs,Vkontakte,0,NA
2020,MailRu,F,F01d,1,d,Services,Services,email,Mail.Ru email,0,NA
2020,MailRu,F,F01d,1,d,Services,Services,cloud,Mail.Ru Cloud,0,NA
2020,MailRu,F,F01d,1,d,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,F,F02a,2,a,Services,Services,socialNetworkBlogs,Vkontakte,0,NA
2020,MailRu,F,F02a,2,a,Services,Services,email,Mail.Ru email,0,NA
2020,MailRu,F,F02a,2,a,Services,Services,cloud,Mail.Ru Cloud,0,NA
2020,MailRu,F,F02a,2,a,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,F,F02b,2,b,Services,Services,socialNetworkBlogs,Vkontakte,0,NA
2020,MailRu,F,F02b,2,b,Services,Services,email,Mail.Ru email,0,NA
2020,MailRu,F,F02b,2,b,Services,Services,cloud,Mail.Ru Cloud,0,NA
2020,MailRu,F,F02b,2,b,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,F,F02c,2,c,Services,Services,socialNetworkBlogs,Vkontakte,0,NA
2020,MailRu,F,F02c,2,c,Services,Services,email,Mail.Ru email,0,NA
2020,MailRu,F,F02c,2,c,Services,Services,cloud,Mail.Ru Cloud,0,NA
2020,MailRu,F,F02c,2,c,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,F,F02d,2,d,Services,Services,socialNetworkBlogs,Vkontakte,0,NA
2020,MailRu,F,F02d,2,d,Services,Services,email,Mail.Ru email,0,NA
2020,MailRu,F,F02d,2,d,Services,Services,cloud,Mail.Ru Cloud,0,NA
2020,MailRu,F,F02d,2,d,Services,Services,socialNetworkBlogs,Odnoklassniki,NA,NA
2020,MailRu,F,F03a,3,a,Services,Services,socialNetworkBlogs,Vkontakte,57,NA
2020,MailRu,F,F03a,3,a,Services,Services,email,Mail.Ru email,80,NA
2020,MailRu,F,F03a,3,a,Services,Services,cloud,Mail.Ru Cloud,60,NA
