Index,Company,Category,Indicator,IndicatorNr,IndicatorSuffix,Branch,Composite,Class,Service,Score
2019,Alibaba,G,G01,1,NA,Company,Group,Group,Group,NA
2019,Alibaba,G,G01,1,NA,Company,OpCom,OpCom,OpCom,NA
2019,Alibaba,G,G02,2,NA,Company,Group,Group,Group,NA
2019,Alibaba,G,G02,2,NA,Company,OpCom,OpCom,OpCom,NA
2019,Alibaba,G,G02,2,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,G,G02,2,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,G,G03,3,NA,Company,Group,Group,Group,NA
2019,Alibaba,G,G03,3,NA,Company,OpCom,OpCom,OpCom,NA
2019,Alibaba,G,G03,3,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,G,G03,3,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,G,G04a,4,a,Company,Group,Group,Group,NA
2019,Alibaba,G,G04a,4,a,Company,OpCom,OpCom,OpCom,NA
2019,Alibaba,G,G04a,4,a,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,G,G04a,4,a,Services,Services,pda,AliGenie,NA
2019,Alibaba,G,G04b,4,b,Company,Group,Group,Group,NA
2019,Alibaba,G,G04b,4,b,Company,OpCom,OpCom,OpCom,NA
2019,Alibaba,G,G04b,4,b,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,G,G04b,4,b,Services,Services,pda,AliGenie,NA
2019,Alibaba,G,G04c,4,c,Company,Group,Group,Group,NA
2019,Alibaba,G,G04c,4,c,Company,OpCom,OpCom,OpCom,NA
2019,Alibaba,G,G04c,4,c,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,G,G04c,4,c,Services,Services,pda,AliGenie,NA
2019,Alibaba,G,G04d,4,d,Company,Group,Group,Group,NA
2019,Alibaba,G,G04d,4,d,Company,OpCom,OpCom,OpCom,NA
2019,Alibaba,G,G04d,4,d,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,G,G04d,4,d,Services,Services,pda,AliGenie,NA
2019,Alibaba,G,G04e,4,e,Company,Group,Group,Group,NA
2019,Alibaba,G,G04e,4,e,Company,OpCom,OpCom,OpCom,NA
2019,Alibaba,G,G04e,4,e,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,G,G04e,4,e,Services,Services,pda,AliGenie,NA
2019,Alibaba,G,G05,5,NA,Company,Group,Group,Group,NA
2019,Alibaba,G,G05,5,NA,Company,OpCom,OpCom,OpCom,NA
2019,Alibaba,G,G06a,6,a,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,G,G06a,6,a,Services,Services,pda,AliGenie,NA
2019,Alibaba,G,G06b,6,b,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,G,G06b,6,b,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F01a,1,a,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F01a,1,a,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F01b,1,b,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F01b,1,b,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F01c,1,c,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F01c,1,c,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F01d,1,d,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F01d,1,d,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F02a,2,a,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F02a,2,a,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F02b,2,b,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F02b,2,b,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F02c,2,c,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F02c,2,c,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F02d,2,d,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F02d,2,d,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F03a,3,a,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F03a,3,a,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F03b,3,b,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F03b,3,b,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F03c,3,c,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F03c,3,c,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F04a,4,a,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F04a,4,a,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F04b,4,b,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F04b,4,b,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F04c,4,c,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F04c,4,c,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F05a,5,a,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F05a,5,a,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F05b,5,b,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F05b,5,b,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F06,6,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F06,6,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F07,7,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F07,7,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F08,8,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F08,8,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F09,9,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F09,9,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F10,10,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F10,10,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F11,11,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F11,11,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F12,12,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F12,12,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,F,F13,13,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,F,F13,13,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P01a,1,a,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P01a,1,a,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P01b,1,b,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P01b,1,b,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P02a,2,a,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P02a,2,a,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P02b,2,b,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P02b,2,b,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P03a,3,a,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P03a,3,a,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P03b,3,b,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P03b,3,b,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P04,4,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P04,4,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P05,5,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P05,5,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P06,6,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P06,6,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P07,7,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P07,7,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P08,8,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P08,8,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P09,9,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P09,9,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P10a,10,a,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P10a,10,a,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P10b,10,b,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P10b,10,b,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P11a,11,a,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P11a,11,a,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P11b,11,b,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P11b,11,b,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P12,12,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P12,12,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P13,13,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P13,13,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P14,14,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P14,14,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P15,15,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P15,15,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P16,16,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P16,16,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P17,17,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P17,17,NA,Services,Services,pda,AliGenie,NA
2019,Alibaba,P,P18,18,NA,Services,Services,eCommerce,Taobao.com,NA
2019,Alibaba,P,P18,18,NA,Services,Services,pda,AliGenie,NA
2019,Amazon,G,G01,1,NA,Company,Group,Group,Group,NA
2019,Amazon,G,G01,1,NA,Company,OpCom,OpCom,OpCom,NA
2019,Amazon,G,G02,2,NA,Company,Group,Group,Group,NA
2019,Amazon,G,G02,2,NA,Company,OpCom,OpCom,OpCom,NA
2019,Amazon,G,G02,2,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,G,G02,2,NA,Services,Services,pda,Alexa,NA
2019,Amazon,G,G02,2,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,G,G03,3,NA,Company,Group,Group,Group,NA
2019,Amazon,G,G03,3,NA,Company,OpCom,OpCom,OpCom,NA
2019,Amazon,G,G03,3,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,G,G03,3,NA,Services,Services,pda,Alexa,NA
2019,Amazon,G,G03,3,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,G,G04a,4,a,Company,Group,Group,Group,NA
2019,Amazon,G,G04a,4,a,Company,OpCom,OpCom,OpCom,NA
2019,Amazon,G,G04a,4,a,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,G,G04a,4,a,Services,Services,pda,Alexa,NA
2019,Amazon,G,G04a,4,a,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,G,G04b,4,b,Company,Group,Group,Group,NA
2019,Amazon,G,G04b,4,b,Company,OpCom,OpCom,OpCom,NA
2019,Amazon,G,G04b,4,b,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,G,G04b,4,b,Services,Services,pda,Alexa,NA
2019,Amazon,G,G04b,4,b,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,G,G04c,4,c,Company,Group,Group,Group,NA
2019,Amazon,G,G04c,4,c,Company,OpCom,OpCom,OpCom,NA
2019,Amazon,G,G04c,4,c,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,G,G04c,4,c,Services,Services,pda,Alexa,NA
2019,Amazon,G,G04c,4,c,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,G,G04d,4,d,Company,Group,Group,Group,NA
2019,Amazon,G,G04d,4,d,Company,OpCom,OpCom,OpCom,NA
2019,Amazon,G,G04d,4,d,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,G,G04d,4,d,Services,Services,pda,Alexa,NA
2019,Amazon,G,G04d,4,d,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,G,G04e,4,e,Company,Group,Group,Group,NA
2019,Amazon,G,G04e,4,e,Company,OpCom,OpCom,OpCom,NA
2019,Amazon,G,G04e,4,e,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,G,G04e,4,e,Services,Services,pda,Alexa,NA
2019,Amazon,G,G04e,4,e,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,G,G05,5,NA,Company,Group,Group,Group,NA
2019,Amazon,G,G05,5,NA,Company,OpCom,OpCom,OpCom,NA
2019,Amazon,G,G06a,6,a,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,G,G06a,6,a,Services,Services,pda,Alexa,NA
2019,Amazon,G,G06a,6,a,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,G,G06b,6,b,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,G,G06b,6,b,Services,Services,pda,Alexa,NA
2019,Amazon,G,G06b,6,b,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F01a,1,a,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F01a,1,a,Services,Services,pda,Alexa,NA
2019,Amazon,F,F01a,1,a,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F01b,1,b,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F01b,1,b,Services,Services,pda,Alexa,NA
2019,Amazon,F,F01b,1,b,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F01c,1,c,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F01c,1,c,Services,Services,pda,Alexa,NA
2019,Amazon,F,F01c,1,c,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F01d,1,d,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F01d,1,d,Services,Services,pda,Alexa,NA
2019,Amazon,F,F01d,1,d,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F02a,2,a,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F02a,2,a,Services,Services,pda,Alexa,NA
2019,Amazon,F,F02a,2,a,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F02b,2,b,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F02b,2,b,Services,Services,pda,Alexa,NA
2019,Amazon,F,F02b,2,b,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F02c,2,c,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F02c,2,c,Services,Services,pda,Alexa,NA
2019,Amazon,F,F02c,2,c,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F02d,2,d,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F02d,2,d,Services,Services,pda,Alexa,NA
2019,Amazon,F,F02d,2,d,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F03a,3,a,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F03a,3,a,Services,Services,pda,Alexa,NA
2019,Amazon,F,F03a,3,a,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F03b,3,b,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F03b,3,b,Services,Services,pda,Alexa,NA
2019,Amazon,F,F03b,3,b,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F03c,3,c,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F03c,3,c,Services,Services,pda,Alexa,NA
2019,Amazon,F,F03c,3,c,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F04a,4,a,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F04a,4,a,Services,Services,pda,Alexa,NA
2019,Amazon,F,F04a,4,a,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F04b,4,b,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F04b,4,b,Services,Services,pda,Alexa,NA
2019,Amazon,F,F04b,4,b,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F04c,4,c,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F04c,4,c,Services,Services,pda,Alexa,NA
2019,Amazon,F,F04c,4,c,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F05a,5,a,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F05a,5,a,Services,Services,pda,Alexa,NA
2019,Amazon,F,F05a,5,a,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F05b,5,b,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F05b,5,b,Services,Services,pda,Alexa,NA
2019,Amazon,F,F05b,5,b,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F06,6,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F06,6,NA,Services,Services,pda,Alexa,NA
2019,Amazon,F,F06,6,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F07,7,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F07,7,NA,Services,Services,pda,Alexa,NA
2019,Amazon,F,F07,7,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F08,8,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F08,8,NA,Services,Services,pda,Alexa,NA
2019,Amazon,F,F08,8,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F09,9,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F09,9,NA,Services,Services,pda,Alexa,NA
2019,Amazon,F,F09,9,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F10,10,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F10,10,NA,Services,Services,pda,Alexa,NA
2019,Amazon,F,F10,10,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F11,11,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F11,11,NA,Services,Services,pda,Alexa,NA
2019,Amazon,F,F11,11,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F12,12,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F12,12,NA,Services,Services,pda,Alexa,NA
2019,Amazon,F,F12,12,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,F,F13,13,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,F,F13,13,NA,Services,Services,pda,Alexa,NA
2019,Amazon,F,F13,13,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P01a,1,a,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P01a,1,a,Services,Services,pda,Alexa,NA
2019,Amazon,P,P01a,1,a,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P01b,1,b,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P01b,1,b,Services,Services,pda,Alexa,NA
2019,Amazon,P,P01b,1,b,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P02a,2,a,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P02a,2,a,Services,Services,pda,Alexa,NA
2019,Amazon,P,P02a,2,a,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P02b,2,b,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P02b,2,b,Services,Services,pda,Alexa,NA
2019,Amazon,P,P02b,2,b,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P03a,3,a,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P03a,3,a,Services,Services,pda,Alexa,NA
2019,Amazon,P,P03a,3,a,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P03b,3,b,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P03b,3,b,Services,Services,pda,Alexa,NA
2019,Amazon,P,P03b,3,b,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P04,4,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P04,4,NA,Services,Services,pda,Alexa,NA
2019,Amazon,P,P04,4,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P05,5,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P05,5,NA,Services,Services,pda,Alexa,NA
2019,Amazon,P,P05,5,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P06,6,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P06,6,NA,Services,Services,pda,Alexa,NA
2019,Amazon,P,P06,6,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P07,7,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P07,7,NA,Services,Services,pda,Alexa,NA
2019,Amazon,P,P07,7,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P08,8,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P08,8,NA,Services,Services,pda,Alexa,NA
2019,Amazon,P,P08,8,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P09,9,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P09,9,NA,Services,Services,pda,Alexa,NA
2019,Amazon,P,P09,9,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P10a,10,a,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P10a,10,a,Services,Services,pda,Alexa,NA
2019,Amazon,P,P10a,10,a,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P10b,10,b,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P10b,10,b,Services,Services,pda,Alexa,NA
2019,Amazon,P,P10b,10,b,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P11a,11,a,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P11a,11,a,Services,Services,pda,Alexa,NA
2019,Amazon,P,P11a,11,a,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P11b,11,b,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P11b,11,b,Services,Services,pda,Alexa,NA
2019,Amazon,P,P11b,11,b,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P12,12,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P12,12,NA,Services,Services,pda,Alexa,NA
2019,Amazon,P,P12,12,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P13,13,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P13,13,NA,Services,Services,pda,Alexa,NA
2019,Amazon,P,P13,13,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P14,14,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P14,14,NA,Services,Services,pda,Alexa,NA
2019,Amazon,P,P14,14,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P15,15,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P15,15,NA,Services,Services,pda,Alexa,NA
2019,Amazon,P,P15,15,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P16,16,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P16,16,NA,Services,Services,pda,Alexa,NA
2019,Amazon,P,P16,16,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P17,17,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P17,17,NA,Services,Services,pda,Alexa,NA
2019,Amazon,P,P17,17,NA,Services,Services,cloud,Amazon Cloud,NA
2019,Amazon,P,P18,18,NA,Services,Services,eCommerce,Amazon.com,NA
2019,Amazon,P,P18,18,NA,Services,Services,pda,Alexa,NA
2019,Amazon,P,P18,18,NA,Services,Services,cloud,Amazon Cloud,NA
2019,AmericaMovil,G,G01,1,NA,Company,Group,Group,Group,100
2019,AmericaMovil,G,G01,1,NA,Company,OpCom,OpCom,OpCom,100
2019,AmericaMovil,G,G02,2,NA,Company,Group,Group,Group,0
2019,AmericaMovil,G,G02,2,NA,Company,OpCom,OpCom,OpCom,0
2019,AmericaMovil,G,G02,2,NA,Services,Mobile Services,mobile,Prepaid mobile,0
2019,AmericaMovil,G,G02,2,NA,Services,Mobile Services,mobile,Postpaid mobile,0
2019,AmericaMovil,G,G03,3,NA,Company,Group,Group,Group,88
2019,AmericaMovil,G,G03,3,NA,Company,OpCom,OpCom,OpCom,88
2019,AmericaMovil,G,G03,3,NA,Services,Mobile Services,mobile,Prepaid mobile,88
2019,AmericaMovil,G,G03,3,NA,Services,Mobile Services,mobile,Postpaid mobile,88
2019,AmericaMovil,G,G04a,4,a,Company,Group,Group,Group,0
2019,AmericaMovil,G,G04a,4,a,Company,OpCom,OpCom,OpCom,0
2019,AmericaMovil,G,G04a,4,a,Services,Mobile Services,mobile,Prepaid mobile,0
2019,AmericaMovil,G,G04a,4,a,Services,Mobile Services,mobile,Postpaid mobile,0
2019,AmericaMovil,G,G04b,4,b,Company,Group,Group,Group,0
2019,AmericaMovil,G,G04b,4,b,Company,OpCom,OpCom,OpCom,0
2019,AmericaMovil,G,G04b,4,b,Services,Mobile Services,mobile,Prepaid mobile,0
2019,AmericaMovil,G,G04b,4,b,Services,Mobile Services,mobile,Postpaid mobile,0
2019,AmericaMovil,G,G04c,4,c,Company,Group,Group,Group,0
2019,AmericaMovil,G,G04c,4,c,Company,OpCom,OpCom,OpCom,0
2019,AmericaMovil,G,G04c,4,c,Services,Mobile Services,mobile,Prepaid mobile,0
2019,AmericaMovil,G,G04c,4,c,Services,Mobile Services,mobile,Postpaid mobile,0
2019,AmericaMovil,G,G04d,4,d,Company,Group,Group,Group,0
2019,AmericaMovil,G,G04d,4,d,Company,OpCom,OpCom,OpCom,0
2019,AmericaMovil,G,G04d,4,d,Services,Mobile Services,mobile,Prepaid mobile,0
2019,AmericaMovil,G,G04d,4,d,Services,Mobile Services,mobile,Postpaid mobile,0
2019,AmericaMovil,G,G04e,4,e,Company,Group,Group,Group,NA
2019,AmericaMovil,G,G04e,4,e,Company,OpCom,OpCom,OpCom,NA
2019,AmericaMovil,G,G04e,4,e,Services,Mobile Services,mobile,Prepaid mobile,NA
2019,AmericaMovil,G,G04e,4,e,Services,Mobile Services,mobile,Postpaid mobile,NA
2019,AmericaMovil,G,G05,5,NA,Company,Group,Group,Group,0
2019,AmericaMovil,G,G05,5,NA,Company,OpCom,OpCom,OpCom,0
2019,AmericaMovil,G,G06a,6,a,Services,Mobile Services,mobile,Prepaid mobile,39
2019,AmericaMovil,G,G06a,6,a,Services,Mobile Services,mobile,Postpaid mobile,39
2019,AmericaMovil,G,G06b,6,b,Services,Mobile Services,mobile,Prepaid mobile,NA
2019,AmericaMovil,G,G06b,6,b,Services,Mobile Services,mobile,Postpaid mobile,NA
2019,AmericaMovil,F,F01a,1,a,Services,Mobile Services,mobile,Prepaid mobile,67
2019,AmericaMovil,F,F01a,1,a,Services,Mobile Services,mobile,Postpaid mobile,67
2019,AmericaMovil,F,F01b,1,b,Services,Mobile Services,mobile,Prepaid mobile,NA
2019,AmericaMovil,F,F01b,1,b,Services,Mobile Services,mobile,Postpaid mobile,NA
2019,AmericaMovil,F,F01c,1,c,Services,Mobile Services,mobile,Prepaid mobile,NA
2019,AmericaMovil,F,F01c,1,c,Services,Mobile Services,mobile,Postpaid mobile,NA
